기상상태,노면상태,사고유형,사고유형 - 세부분류,법규위반,가해운전자 차종,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 연령,피해운전자 상해정도,ECLO,시간,도로형태1,도로형태2
비,젖음/습기,차대차,측면충돌,직진우회전진행방해,승용,68세,상해없음,승용,29세,경상,3,1,교차로,교차로안
맑음,건조,차대차,정면충돌,신호위반,승용,55세,상해없음,승용,57세,중상,5,6,교차로,교차로안
맑음,건조,차대사람,횡단중,신호위반,승용,51세,상해없음,보행자,18세,경상,3,8,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,64세,상해없음,이륜,17세,경상,3,13,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,63세,상해없음,승용,31세,경상,3,15,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,58세,상해없음,승용,19세,경상,8,15,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,기타불명,미분류,기타불명,승용,35세,경상,3,18,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,24세,상해없음,승용,32세,경상,3,20,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,승합,54세,상해없음,이륜,69세,경상,3,9,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,승용,50세,경상,화물,35세,경상,12,9,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,59세,상해없음,승합,47세,경상,16,11,단일로,기타
맑음,건조,차대차,기타,교차로운행방법위반,자전거,10세,경상,승용,39세,상해없음,3,13,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,66세,상해없음,이륜,24세,경상,3,14,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,59세,경상,승용,54세,경상,9,17,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,26세,상해없음,이륜,30세,경상,3,17,교차로,교차로안
맑음,건조,차대사람,횡단중,신호위반,이륜,56세,상해없음,보행자,67세,중상,5,20,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,신호위반,이륜,17세,경상,승용,36세,상해없음,8,21,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,58세,상해없음,승용,42세,경상,3,22,교차로,교차로안
맑음,건조,차대차,추돌,신호위반,승용,24세,상해없음,이륜,18세,경상,6,22,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,70세,경상,승용,64세,경상,6,2,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,승용,24세,상해없음,이륜,21세,경상,3,2,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,47세,상해없음,이륜,56세,중상,5,7,기타,기타
맑음,건조,차대차,측면충돌,신호위반,승용,63세,상해없음,이륜,39세,중상,5,8,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,34세,상해없음,이륜,52세,중상,5,9,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,37세,상해없음,승합,53세,경상,9,10,단일로,기타
맑음,건조,차대차,정면충돌,신호위반,승용,60세,상해없음,승용,29세,경상,3,10,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,61세,경상,승용,22세,부상신고,11,17,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,48세,상해없음,승용,36세,부상신고,7,18,교차로,교차로안
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,54세,상해없음,보행자,77세,경상,3,18,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,신호위반,승용,47세,상해없음,승용,37세,경상,3,19,교차로,교차로안
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,62세,상해없음,이륜,40세,경상,3,19,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,51세,상해없음,승용,37세,경상,3,19,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,50세,상해없음,승용,61세,경상,15,20,교차로,교차로안
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,38세,상해없음,보행자,45세,중상,13,1,교차로,교차로부근
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,34세,상해없음,보행자,73세,중상,5,6,교차로,교차로횡단보도내
맑음,건조,차대사람,기타,보행자보호의무위반,승용,35세,상해없음,보행자,85세,중상,8,9,단일로,기타
맑음,건조,차대차,기타,신호위반,이륜,52세,중상,승합,61세,상해없음,8,13,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,승용,53세,상해없음,승용,50세,상해없음,3,17,교차로,교차로안
맑음,건조,차대차,정면충돌,중앙선침범,승용,65세,상해없음,승용,34세,중상,5,21,단일로,기타
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,47세,상해없음,원동기,19세,경상,3,21,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,화물,35세,경상,승용,31세,상해없음,3,0,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,25세,상해없음,승용,47세,경상,3,6,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,50세,기타불명,승용,44세,경상,3,7,교차로,교차로횡단보도내
맑음,건조,차대차,추돌,안전거리미확보,승용,46세,경상,승용,45세,중상,11,8,단일로,기타
맑음,건조,차대사람,횡단중,신호위반,화물,75세,상해없음,보행자,7세,경상,3,8,단일로,기타
맑음,건조,차대차,기타,신호위반,승용,57세,상해없음,이륜,27세,중상,5,10,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,53세,상해없음,승용,27세,경상,3,14,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,승용,20세,상해없음,승용,41세,중상,5,15,교차로,교차로부근
맑음,건조,차대차,기타,안전거리미확보,승용,33세,경상,승용,59세,경상,9,16,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,56세,경상,승용,41세,경상,6,18,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,39세,경상,승용,46세,경상,15,18,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,41세,경상,승용,43세,경상,12,19,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,49세,경상,승용,67세,경상,6,20,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,30세,상해없음,승용,56세,부상신고,1,21,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,이륜,53세,중상,승용,24세,상해없음,5,22,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,32세,상해없음,이륜,16세,중상,5,23,교차로,교차로안
맑음,건조,차대사람,횡단중,신호위반,승용,57세,상해없음,보행자,60세,중상,5,1,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,신호위반,승용,46세,상해없음,승용,58세,경상,4,5,교차로,교차로안
맑음,건조,차대차,기타,직진우회전진행방해,승용,31세,상해없음,승용,22세,경상,3,10,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,승용,35세,상해없음,승용,55세,경상,6,10,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,화물,57세,상해없음,승용,46세,경상,3,17,단일로,기타
맑음,건조,차대사람,기타,신호위반,화물,70세,상해없음,보행자,53세,경상,3,18,단일로,기타
맑음,건조,차대사람,횡단중,신호위반,이륜,34세,상해없음,보행자,53세,중상,5,18,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,50세,상해없음,승용,45세,경상,6,19,교차로,교차로부근
맑음,건조,차대차,추돌,안전거리미확보,승용,48세,상해없음,이륜,51세,경상,3,20,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,30세,상해없음,이륜,21세,경상,3,20,교차로,교차로안
흐림,건조,차대차,측면충돌,안전거리미확보,승용,45세,상해없음,이륜,46세,경상,3,20,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,27세,상해없음,이륜,36세,경상,3,22,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,이륜,52세,부상신고,승용,47세,중상,6,23,교차로,교차로부근
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,32세,상해없음,승용,30세,경상,3,23,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,58세,상해없음,승용,59세,경상,3,1,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,69세,상해없음,이륜,36세,중상,5,1,교차로,교차로안
맑음,건조,차대차,정면충돌,중앙선침범,승용,47세,부상신고,승용,70세,중상,11,9,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승용,44세,경상,승용,69세,경상,9,10,단일로,기타
맑음,건조,차대차,정면충돌,직진우회전진행방해,승용,33세,경상,승용,71세,경상,6,10,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,승용,30세,상해없음,승용,71세,경상,3,10,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,83세,상해없음,승용,48세,경상,9,11,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,73세,상해없음,승용,61세,부상신고,1,12,교차로,교차로안
맑음,건조,차대차,정면충돌,신호위반,승용,45세,상해없음,승용,47세,경상,6,12,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,화물,52세,상해없음,승용,60세,중상,5,13,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,화물,66세,상해없음,승합,62세,부상신고,7,14,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,화물,55세,상해없음,승용,48세,경상,10,14,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,이륜,33세,기타불명,화물,43세,경상,3,16,교차로,교차로안
맑음,건조,차대차,측면충돌,중앙선침범,승용,66세,상해없음,승용,25세,경상,3,16,기타,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,70세,상해없음,이륜,23세,경상,3,17,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승용,38세,상해없음,승합,53세,상해없음,3,18,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,29세,상해없음,승용,58세,경상,6,19,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,승용,55세,상해없음,승용,33세,경상,6,19,단일로,기타
맑음,건조,차대차,기타,신호위반,승용,27세,상해없음,승용,26세,경상,3,23,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,68세,상해없음,자전거,68세,경상,3,8,교차로,교차로안
맑음,건조,차대차,측면충돌,중앙선침범,이륜,66세,경상,화물,60세,상해없음,3,9,교차로,교차로부근
맑음,건조,차대차,기타,직진우회전진행방해,승용,42세,상해없음,승용,30세,경상,3,10,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,67세,상해없음,승용,48세,경상,15,12,교차로,교차로안
맑음,건조,차대차,측면충돌,중앙선침범,승용,38세,상해없음,승용,60세,중상,11,14,단일로,기타
맑음,건조,차대차,측면충돌,중앙선침범,이륜,79세,부상신고,이륜,34세,경상,4,15,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,54세,상해없음,승용,27세,경상,12,15,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,35세,부상신고,승용,45세,경상,10,16,교차로,교차로안
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,60세,상해없음,원동기,22세,경상,3,18,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,원동기,32세,기타불명,승용,34세,경상,6,20,교차로,교차로안
맑음,건조,차대차,기타,교차로운행방법위반,승용,62세,상해없음,이륜,35세,경상,9,22,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,승용,24세,상해없음,승용,35세,경상,3,3,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,이륜,51세,부상신고,승합,50세,상해없음,1,7,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,44세,상해없음,승용,30세,경상,6,8,교차로,교차로부근
맑음,건조,차대차,추돌,안전거리미확보,승용,30세,경상,화물,64세,중상,11,10,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,49세,상해없음,원동기,45세,중상,5,12,단일로,기타
